marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	33862527	R2D6WWHCP1YU6U	B003LV3TM6	771721933	MARIE OSMOND ROCK THIS TOWN FASHION COLLECTIBLE DOLL	Toys	4	0	0	N	Y	Marie	My sister loves Marie Osmond!  She loves to play with dolls, so this doll of Marie was a perfect gift for her for Christmas.	2012-01-13
US	21674880	RMWQRA9E360LP	B0007WWZIQ	879609101	V.Smile Interactive Learning Handheld Game	Toys	5	1	1	N	N	A must have for 5 and up	I love this item.  My chidren already had the console v-smile and lots of games.  So I got this for my four year old for Christmas as his older cousing all have gameboys and he is always asking for one.  I am not usually one for video games but my three have learned quite a bit from these gamesand I find it keeps them from asking to watch so much television.  It is super durable, and all the v-smile games work.  SO if you have the console it is definitely well worth the investment. Just make sure that you but the charging dock as it will save so much money in the long run.	2006-01-14
US	42292059	R2NILW4VB10BKB	B001DN8I0M	439615925	Assorted Dinosaur Skeleton Toy Figures	Toys	3	2	2	N	Y	Small, But Nicely Made Dinosaurs	Believe the description-these dinosaurs are just 2 inches long! Too short for party prizes for preschoolers, which is what I wanted. The dinosaurs are nicely made and have vivid colors. I recommend them for elementary school children.	2013-11-04
US	13064826	R118BDMLP55WVV	B001M9GRLE	883569529	Doll Family of 7 African American - Variations	Toys	5	0	0	N	Y	Five Stars	Cant ever go wrong with Kidcraft  products....	2015-05-27
US	12167624	R37ALNIGHJSL8B	B00EODXZCE	451321051	"Mini Ninja 7"""	Toys	5	0	0	N	Y	Fun plush	This plush made Valentine's day fun.  We found Squishables make a great ball to throw too.  My kids loved attacking each other with &#34;the ninja and dragon.&#34; And, fortunately it is soft!	2014-02-19
US	14214441	R3SEGR4ILG91MJ	B001W0F4SK	465247785	Fisher-Price Shake 'n Go! XTREME Speedway	Toys	2	0	0	N	Y	Fun, but not durable	Both my boys loved racing these cars over and over.  Unlike some of the other folks who have posted, we had no complaints about the charging, but instead these cars seem to lose their traction after only a few uses.  Now, even after a full charge, the cars attempt to go up the loop but come to a stop with all the sounds of an engine blazing but the wheels simply stop moving.<br />After this happened, we bought another set since the boys really enjoyed it when it worked.  We hoped it was just bad luck until the same thing happened with one of the newer cars.<br /><br />For the price, there is simply not enough value if these cars break this easily.	2011-01-04
US	12480752	R2VGOPOOWQ5W0L	B004K4V74K	611304841	"Toysmith Monster Bus, 5"""	Toys	5	0	0	N	Y	Grandson thinks this is so awesome. He loves his monster trucks and now has ...	Grandson thinks this is so awesome.  He loves his monster trucks and now has a bus.	2014-08-19
US	20443878	R27U2EUI7KL4TF	B00CV5PN2W	162724162	Monopoly Board Game	Toys	3	1	1	N	Y	The old version is better.	The money slots don't work right. This is VERY annoying while playing. I like the board folding in half rather than in 4ths. The new cat I could care less about. But, it still plays the same.	2014-01-22
US	14195480	R6EKVD3DRMSLE	B000ID2YBW	287513310	"Melissa & Doug Finger Paint Paper Pad (12""x18"")"	Toys	5	0	0	N	Y	Just what you need for rainy days and children	Everyone likes to get messy and gooey and make masterpieces and then you can actually use this nice paper to post them on bulletin boards and so on.  and Vendor was on time as promised. Thank you Diana Stoler	2013-10-01
US	1260385	R1DHY0WUHXK648	B00BYGFE32	238850174	Story New China Digimon D-power Digivice Digital Game Toy	Toys	4	0	0	N	Y	Four Stars	useing it to cosplay with my gf.	2015-03-07
US	18154990	R22BSU06JTXBHL	B003AHE1UU	56957790	Melissa & Doug Decorate-Your-Own Wooden Race Car Craft Kit	Toys	5	0	0	N	Y	Great fun for family bonding and giving a sense of accomplishment to a kid!	My husband and I purchased a bunch of these for our Christmas toy drive at church. We thought it would be a great activity for a child to do with his/her family...make it, then play with it. Also gives the kids something to do and a creative outlet. It also gives them a sense of accomplishment. I think this little kit is adorable, not overpriced (at least the sale we got!) and would be great for a little boy to have. We also bought a couple other themes. And would purchase again!	2012-01-03
US	35536028	R36SSPF7X8D96F	B006X2AI60	483625092	ALEX Toys DIY Wear Duct Tape Bangles	Toys	5	18	19	N	Y	crafting bangles	I bought it as a gift for my granddaughter and she loved it.  The whole idea is great fun.<br />She made a couple right away.  I included some plastic headbands so she could use the tape<br />and technique on those as well.  It is a craft that she will be able to continue even<br />when the kit itself has been completed and that is the main goal of a craft kit, in my opinion.	2012-09-10
US	813506	R1AU2AI1DKFE82	B00EKTP17Y	159978437	"Llama Sweet Heart Alpaca 7"" Prime Plush (purple)"	Toys	5	0	0	N	Y	so soft!	got this for my sister for a pastel goth/fairy kei cosplay she wants to do, and she was super excited to get it. It's a pretty small plush, but she's happy nonetheless<br />She named him Mr. Poofles.<br />It seems pretty well made, minus some small imperfections like on the back, where a seam pops out a bit. She says it adds character.<br />It's not as fluffy as the picture looks, but she's super happy and said she would rate a 5/5, so...	2015-07-16
US	15971038	R2M1TIBSZ1N7B0	B00HY3WD38	322628203	Doctor Who Rose Tyler and Rusty K-9 Action Figure Set	Toys	5	1	1	N	Y	Keeping the Doctor company	Nice friends for the Doctor!	2015-03-14
US	29829551	R1Z7VSX9PLK0D8	B00HY3WD38	322628203	Doctor Who Rose Tyler and Rusty K-9 Action Figure Set	Toys	5	1	2	N	Y	Five Stars	awesome really good no problems with it	2014-12-08
US	26072316	R2989T5A4KRVRN	B008BY08HC	664381858	One Direction 304 Pieces Poster Puzzle, Styles May Vary	Toys	4	0	0	N	Y	Puzzle was given as a gift	It was a gift to at 12 year old girl. She is a One Direction fan and liked the puzzle.	2013-02-03
US	40972249	R3KGVLBCQXYCFN	B001SN8GF4	130447391	Telestrations the Telephone Game Sketched Out!	Toys	5	1	1	N	N	Wonderful game for ALL ages	We really enjoy the game.  There is so much laughter.  We have played with a group comprised of two 9 year old girls, one 17 year old boy and several adults aged up to 80.  I love a game that entertains that varied a group of people.	2010-03-10
US	9222607	RETIB709LEMFU	B00PGL8820	996888370	Read Between The Wines! The Party Game of Wine, Wit & Wordplay by UNCORKED! Games	Toys	5	3	7	N	Y	Great Quality - so fun!	1/24/15- update: Played for the first time with friends. We had 4 people total. After we figured out the game we all had a blast! By the 8th round we were masters at trying to trick each other. We were laughing so hard by the end. Everyone agreed that we want to play again, and invite more friends over. I would recommend this for anyone who is creative, fun-loving and wine lovers. Although one of the people who played tonight doesn't care for wine, and he still enjoyed the game.    The game itself is high quality. The cards are the small and cute, and the color scheme is nice.     Give this game a shot!    1/22/15: Just got my new game! It looks great! We're planning on having friends over to play this weekend. Will complete the review after that.	2015-01-22
US	10748741	R2WKJ9K4LJCVE	B005NAD996	810564141	Redcat Racing Shockwave Nitro Buggy, Blue, 1/10 Scale	Toys	4	1	2	N	Y	But when it does work it is fantastic! I finally had to take it to a ...	TROUBLE! But when it does work it is fantastic! I finally had to take it to a friend to work on since it was beyond my ability. It has worked pretty good ever since however, we are waiting patiently for more glow plugs to come in the mail. We just burnt out our third one and my son has only gotten to drive it about 6 times. This is our second Redcat Racing vehicle. We also have an electric one. It is very tough but much slower. It also goes through a battery in about 15 minutes. I thought oh I will buy him a nitro one so all he has to do is add more fuel - WRONG! We will stick with Redcat in the future but go up a notch on the next battery vehicle!	2015-02-09
US	12165400	R1M1NNVFN8V74C	B00JLHVX36	987025096	LeapFrog Fridge Magnetic Set	Toys	5	0	0	N	Y	I love it, My two year old great great son ...	I love it, My  two year old great great son are repeating the letters and sounds already.<br />I am very pleased with it.	2015-03-10
US	51147021	R3TII5YF31JA29	B000LFUKV8	544966371	GeoPuzzle U.S.A. and Canada - Educational Geography Jigsaw Puzzle (69 pcs)	Toys	2	0	0	N	N	Flimsy Pieces	Pieces don't hold together well. My 4 year old gave up piecing this together.	2015-04-05
US	2602717	R2B69CYJKHYSZG	B00MJ8IOAO	128181848	Funko POP Keychain: GOT - Daenerys Targaryen	Toys	5	0	0	N	Y	Love It!	Was well packaged, nothing missing and omg is she cute. Love it!	2015-05-06
US	13321853	R39YWAGWXX4OO3	B008HNJP8K	715644519	Fisher-Price Octonauts Tunip & the Cuttlefish	Toys	5	0	0	N	Y	Five Stars	My kids love octonauts and these a wonderful for them. Standard toy quality	2015-01-24
US	28715613	R2ZGJ5TQKD02KK	B00030EOIG	284249454	Hedstrom Disney Princess Hopper - (Styles and Colors may vary)	Toys	2	0	0	N	N	Cute Idea But Too Small	Got this for my 2 year old daughter who loves Disney Princesses as an activity for her to do in the yard. The ball is easy to inflate and I like the handle to carry it around as well. She actually carries it around like a purse! The ball itself is made of a thick material and seems durable.<br /><br />However, I'm very disappointed that when it arrived, there was an oily substance on it and after a while the graphics of the princesses rub off! Also, it loses air quickly and you have to keep pumping it up. But most of all, I'm very unhappy that it's so small even for a 2 year old, so I can't see how an older child would be able to sit on it.<br /><br />Save your money and find one that is larger and better quality!	2014-06-19
US	42645860	R8837A3WAO76K	B002EBBP0C	567671403	LIFESIZE 7' Plush Bengal Tiger - (Shrinkable)	Toys	5	0	0	N	N	Loved this PLUSH	Product came in mail on time and the box is huge. upon opening it I noticed how much bigger the tiger looks in the picture. the instructions seem complicated but its simple to get downpacked upon your first try. surprised my girlfriend with this and until this day she still cant stop talking about how big the tiger is. its extremely durable and a rare asset to have around the house (I got mines in white which is sold out :}) the detail is amazing down to the 4 ft tail and it is firm around the arms and legs with options to make it softer or harder. overall I love this animal sheds at first when recieving it but overall manageable if you take care of it. a real part of a family and the perfect gift for tiger lovers.<br /><br />and by the way the quality and structure of the animal is DEFINITELY worth the price. bigger stuffed animals run about 200+ so a lifesized tiger would of course have to be more which was fine because the fine quality, soft fur, and great detail makes it all worth it.	2012-03-03
US	49682539	R3KMEIUNOECQU5	B002MV9UFG	651088652	Ice Cream Shooters - 12 per unit	Toys	3	2	2	N	Y	Buy An Extra Box If You Need 12	I got 12 but 4 were broken fromt the get-go. The ones that survived long enough to make it to the party were a hit though. The colors are pastel purple, pink, yellow and blue.	2013-06-24
US	35058539	R1V2PVQCQBH9AI	B00J9APCFA	85026485	"Maleficent: 11.5"" Maleficent Royal Coronation Collector Doll"	Toys	5	0	0	N	Y	as beautiful as Angelina she looks very dramatic	One incredible doll, as beautiful as Angelina she looks very dramatic.	2014-10-06
US	51070451	R1LPF6FR5B8ZX9	B00E5UP64Q	875252186	Radio Flyer Ride and Stand Stroll 'N Trike	Toys	4	0	0	Y	N	Radio Flyer Ride and Stand stroll 'N Trike Ride On	This Ride and Stand Stroll ‘N Trike from Radio Flyer has a lot to offer, but there are a few small things that could use a bit of improvement.  We’ve purchased good quality Radio Flyer items in the past and been very happy with them, so we were looking forward to giving this new trike a try.<br /><br />It took my husband and I about 20 minutes to assemble which went fairly smoothly – as long as you take your time and read the directions carefully it’s not difficult.  Depending on the age of the child(ren) using the trike may affect what parts you want to have attached to the trike. For younger children there is a three-point safety harness with an adjustable seat, a wrap-around trap with cup-holder and even little bars to rest little feet that have not learned how to pedal yet.  The manufacturer’s recommended age range is 9 months to 5 years old – this can vary depending on the size and abilities of your child.<br /><br />The removable canopy is a wonderful bonus – I wish all trikes had this as a feature.  The parent steering bar is adjustable which is perfect for someone who is shorter like me, or taller like my husband – we can each adjust it a bit to make it more comfortable to use.<br /><br />Two things that I think they could make better: rubber tires instead of plastic ones would make this quieter and provide some traction.  Plastic wheels can easily slide or lose traction on wet surfaces or things like grass or accumulated leaves.  Also we found this rather easy to tip because it’s so tall – never leave little ones unattended with this for their safety and your peace of mind.<br /><br />This comes with a 1 year warranty but we’ve never had any issues with Radio Flyer items (bikes, wagons, scooters) breaking and they’ve all lived long past the warranty period.	2014-02-10
US	11984009	R1KCQRVIG8RRPA	B007RXVS4U	985153958	Classic Gag #4: Quality Fake Cockroaches (pack of 12)	Toys	5	0	0	N	Y	Didn't think I would write a review for fake cockroaches ...	Didn't think I would write a review for fake cockroaches, but I bought these as a prank and they are very lifelike!  They worked well for the prank.	2015-01-26
US	7403624	R1JJ03B5AXTANN	B008MH5H4M	691073161	Little Tikes First Slide, Red/Blue	Toys	4	0	0	N	Y	My son loves it	My 1.5 yr old loves this slide. The only issue I have is that the handles need to be a bit (about 3 inches) taller to offer a little more stability when he's at the top of the slide. Otherwise it's great.	2015-08-03
US	44049015	R3HWLY899CNTDF	B000WWSM4M	395392267	2 Plastic Dominoe Tile Racks	Toys	5	0	0	N	Y	Perfect!	Makes playing dominoes so much easier!  And they are light-weight for travel - keep them in my car along with my domino games!	2013-12-30
US	51516196	R1GVJ3RRDDUUD1	B0042RTZSU	402044692	Fisher-Price Disney's  Sing and Giggle Minnie Mouse	Toys	5	0	0	N	Y	Couldn't be happier about this product	My baby girl LOOOOVES it. Couldn't be happier about this product! And it's not overly loud like most kids toys!	2014-12-26
US	37983685	R20NXPV3SWXH2Q	B009M2SR1Q	766723337	Cars Lights and Sounds World Grand Prix Lightning McQueen Vehicle	Toys	5	0	0	N	Y	Five Stars	good product from venezuela tanks U	2014-10-19
US	12683586	R3UO6GKCATMF63	B001706BRI	539956768	KidKraft Pink Retro Kitchen and Refrigerator	Toys	5	0	0	N	Y	Beautiful Kitchen Set	I baught this kitchen set for my 1 year old for her birthday.  She is my first baby girl after having her two older brothers, so getting to have pink is still pretty exciting for me!  I loved this kitchen set because of its soft baby pink color and that it was wooden.  I helped my husband put it together and it took about 45 minutes.  It wasn't difficult at all.  It was even prettier in person than it was in the pictures online. I baught a stainless steel cooking set and the pastel kidkraft plates, cups, and bowls to go with it. She plays with it every day opening and shutting the doors, dragging her cookware out, and pretending to cook and wash dishes.	2012-01-19
US	15397011	RSRC9J3Y831HU	B00I0GWSQK	836232963	Folkmanis Black Cat Hand Puppet	Toys	5	0	0	N	Y	Love it! Looks like Salem from Sabrina the Teenage ...	Love it!  Looks like Salem from Sabrina the Teenage Witch!	2014-12-04
US	30100516	R2WJAGAEKR7GXX	B00B909ZNS	786797507	Little Cosmetics Pretend Makeup Signature Set	Toys	4	0	0	N	Y	Wish it was more like a small makeup box for storage	My grand daughter loves the pretend make-up<br />I was not all tha please with the bag it came in... Wish it was more like a small makeup box for storage...	2015-01-01
US	31650517	R2CG28YCP54YI7	B007U7M0K4	72270511	LeapFrog LeapPad Fashion Handbag (Works with LeapPad2 and LeapPad1)	Toys	5	0	0	N	N	Perfect for the leappad	This is the perfect holder for the leappad for any little girl. Light enough to carry around with all the games safely tucked inside.	2012-12-16
US	18988502	R2KUOV8IC40BOL	B004LPJDJY	592146348	Little Tikes Bath Letters and Numbers	Toys	5	0	0	N	Y	Great fun, would buy again	These are really great.  My toddler loves them.  They stick reliably to the wall of the tub and she absolutely loves playing with them.  She is only two and is already naming all the number/letters and colors as she sticks them on the wall.  The most fun for her is a game we play where I say &#34;Seven, where are you?&#34; and she wades through all the numbers and letters until she finds whatever I've called out.  Great fun, would buy again!	2015-04-27
US	19315159	R1LSYJX7X646F	B002UAMBW8	954992667	Toysmith Zoomster Jumbo Jets Toy	Toys	1	0	0	N	Y	Jumbo Jet	I was very disappointed in this product, because it was too small for the l year old grandson, so it will be given to my older grandson whose 3 yrs. old.  Maybe it would have been good to give the size dimensions to know what you are getting.	2012-12-21
US	40058355	R3O7RSE3XTB142	B001W09LO8	98400403	Fisher-Price Little People Happy Sounds Home	Toys	4	0	1	N	N	Great for boys and girls, you can add more people to increase play potential.	This Happy Sounds Home is really endearing, with fun sounds and different play cues to keep kids engaged.<br /><br />Pros-<br />Easily fold up storage<br />Bulky furniture and pieces for little hands<br />Vibrant colors with a gender neutral appeal<br />Cute pieces that make for good imaginative family play.<br /><br />Cons-<br />The baby would be functionally out of its cradle.<br />The sounds are loud, there is a switch but it's still a bit much.<br />Maybe one more family member? We purchased grandparents to add to the play appeal.	2014-07-12
US	2285677	R3AJS27V9CFPR	B00HJKVG66	697028497	Bandai Kamen Rider Gaim Sound Lock Seed Series SG Lock Seeds 01 Pine (Pineapple) Lock Seed	Toys	3	0	0	N	Y	I kinda wanted the DX	It was okay, I gave it to a friend as a present, but I think now I want the DX one.	2014-03-04
US	6843512	R3LECCZVSV6Q8M	B00HLA9CS8	91382818	My Little Pony Equestria Girls Pinkie Pie Doll - Rainbow Rocks	Toys	5	0	0	N	Y	Thank you! The doll is perfect.	Thank you! The doll is perfect.	2014-11-03
US	16177703	R319SGU89EYWD7	9178901359	906762506	EKORRE, Toddle wagon/walker, light blue, birch	Toys	5	3	3	N	Y	my granddaughter 1st birthday present	Guess which gift she couldn't get enough of?  Guess which gift of the at least 20 she received that she is still using every day?  The toddle wagon/walker!! I actually believe that it has helped her be able to walk on her own within 7 days of receiving it!  It was easy to assemble. It looks like it will last for many future children!	2013-08-23
US	1840226	RAI2RTSAROOT4	B00FQPHRYG	936410095	"Gold Rush Sifting Classifier (1/30"" Mesh) Screen Sieve Prospect Pan + FREE GOLD PAN"	Kitchen	4	1	1	N	Y	good, but?	All great but did not get free gold	2015-04-23
US	46293760	R3UAJNQ8Y9J8UT	B002C83DL6	315372136	Update International	Kitchen	5	1	1	N	Y	cheap, responds well to induction burner	I moved to induction cooking, so I needed some stainless steel basic cookware.  This is a good, quality feeling smallish frying pan.  The base is thick, the handle is good, and it has an overall feeling of being good quality.  It is cheap, and it responds well to my induction burner.  No complaints.	2013-07-26
US	21103976	R38W88GH7MY80E	B0000VLU62	359446283	Norpro Icon Cut N Slice Flexible Cutting Boards, Set of 3	Kitchen	5	0	0	N	Y	Functional AND cute? Yes please!	I ordered these because I've always been a big propenent of using separate cutting boards for various foods in order to avoid cross contamination. That being said, sometimes the boards would get mixed up (I've always bought the cheap white plastic kind) or they'd end up with these huge grooves that have been cut into them from so much use and it seems like they never really get 100% clean. Not to mention, I love that these are flexible! There have been so many times I ended up accidentally scraping pieces of food into the burner on the stove instead of the pot or pan because of a big awkward cutting board. With these it's simple and safe because you can even hold further back on the board when you fold it to avoid any splashing onto your hands. Very highly recommend!	2013-02-25
US	45192057	R2EWA5TUR6GLQ0	B005GYUQY0	391504009	Anolon Nouvelle Copper Stainless Steel 10-Piece Cookware Set	Kitchen	5	27	36	Y	N	Hey, who said you could use that pot for cooking?	Chances are this set of cookware is destined for kitchen ornamentation only.  So, if ever I need to feel superior yet concede to allowing my sniping, snooping and  snobbish relatives  in the house again, I can taunt my perpetually prying aunt by showing her I did in fact end up with a fine set of pots to...cook in.<br /><br />Conversely, I do feel a little foolish after thinking about all the hours I spent a few years ago trying to decide between Anolon or Circulon anodized cookware, eventually choosing the [[ASIN:B000069LBA Circulon 80087 2 10-Piece Cookware Set]], meticulously caring for and hanging each piece only to have it now relegated to the dark, dank and dent dangerous netherworld of the kitchen cabinets along with all the other less worthy skillets and more.  This set may not be Mauviel but I don't have any aspirations to polish copper or can I cost justify the stainless steel when a set like this Anolon collection is available.<br /><br />After the traumatic lemon juice/baking soda cleaning era of my teens where I served as an indentured servant to a group of copper bottomed Revere ware pans, I swore stainless steel and copper would never see the light of day in my realm. You can imagine my glee when I discovered this set has a copper core but a stainless base so my former chattel status to the copper cleanser will not be revisited. Yet, I still harbored reservations about subjecting my shiny new skillets to the ravages of the gas flame, even at nothing more intense than the recommended medium setting. To my surprise and relief, these pans performed so admirably I almost considered making them the journeymen of daily duty...almost.<br /><br />In terms of heat distribution I found them superior to the non-stick Circulon pans I have so appreciated up to now.  I am aware of the ways (getting cooking oils up to temperature  being a big one) to minimize sticking when using stainless pans and clean up wasn't a major undertaking either, including splatter areas around the riveted handles.  While I did notice the metal handles conducted much more heat than the synthetic handles of the Circulon set, it was still comfortable to grip them without use of a pot holder.  Additionally, Circulon2 might withstand oven temperatures up to 350 degrees but this set	2012-01-29
US	17027478	R2UFK67WK3Q3T3	B0000CFQ4J	91638680	KitchenAid K5THB 5-qt. Burnished Flat Beater	Kitchen	1	0	2	N	Y	Looks like my beater	but it really wasn't.  Cost me as much to send it back as the original price.  If you could be sure of the size, it would be a good buy.	2012-12-27
US	16011804	R1PL3161S6PCYP	B00006IUW1	758290618	Black & Decker TRO350 Toast-R-Oven	Kitchen	5	0	1	N	N	TOASTER OVEN	I HAVE ENJOYED USING THE BLACK AND DECKER TOASTER OVEN FOR SEVERAL YEARS. THIS IS MY SECOND ONE AS A MATTER OF FACT. I HOPE IT SERVES ME AS WELL AS THE PREVIOUS ONE DID.	2005-10-07
US	36433244	R2ZXF3NO4DBAF4	B000TVP14K	278407027	Cuisinart CPT-140PK Electronic Cool-Touch 4-Slice Toaster, Pink	Kitchen	5	1	5	N	Y	works and looks great!	i really was scared to order this online but i'm so glad i did not only did i save $50 but I was surprised when it came in brand new in it's own packaging. it looks and works great! i love it!	2008-04-26
US	49661026	RASXTDG9KTH6A	B003YWHDJC	179299071	Lolita from Enesco I Love You Mom Wine Glass	Kitchen	5	0	0	N	Y	Just what she wanted	Bday gift from my gdaughter to my daughter. Love that I could find it online easily, & it was shipped in great packing so arrived safely.	2013-04-17
US	28938998	R3I78VEX9NZ5IY	B00881O8JM	484943502	Polder Safe - Serve Instant Read Kitchen Thermometer	Kitchen	5	0	0	N	Y	works great	Very pleased with this. Had almost given up on finding a product that worked and would last. Have been using for several month and it's great.	2015-03-09
US	12018240	R2MTCDW7NJSDT9	B000QA1224	156734588	Back to Basics TEM4500 4-Slot Egg-and-Muffin Toaster	Kitchen	4	0	0	N	Y	All-in-One Breakfast	This is the best toaster we've ever purchased!  The toaster evenly browns sliced bread, muffins and bagels.  We love the fact that it holds the toast until eggs are finished!  It warms pre-cooked meats in the steamer section.  The only downside is the fact that eggs are covered in water after being steam cooked.  We have to dry eggs with a paper towel before eating.  If you are fine with soggy looking eggs that dry easily with paper towel, this is a great toaster/egg cooker!	2011-01-30
US	50548870	R1QKDTDPTLLKAY	B006CR77Z6	89174942	Rosewill RTOB-11001 6 Slice Toaster Oven Broiler, Black	Kitchen	2	7	11	N	Y	Big, but poorly constructed	This oven is big, although not as roomy as the 15 year-old Black & Decker that it replaces. The B&D was able to accomodate a 9x13&#34; pan, whereas this unit will not even accomodate my 7x11&#34; pan. The B&D had a 90 minute timer (as opposed to the 60 minute timer on this model), it was well insulated (no insulation on this model), had a separate toast function (this unit has a separate toast setting, but still uses the timer, which generally results in under or overdone toast), the thermostat on the B&D was generally reliable (this one is hit or miss), and the B&D heated evenly (this unit has hot spots that result in blackening of food in some areas). I guess it was worth the $20 (I paid $35 for the B&D 15 years ago), but I wouldn't buy it again.	2013-02-06
US	11621913	R28AAIB0GVM380	B0016P3708	772854393	Chicago Cutlery 18-Piece Insignia Steel Knife Set with Block and In-Block Sharpener	Kitchen	5	0	0	N	Y	the finest	I ordered one set about a year ago . Its and awesome array of knives for cooking . Plus steak knives , scissor sharpener . I ordered this one for my daughter .	2013-05-18
US	46943901	R1ZGKSI4J9CUME	B00FONTSZG	606220746	FORLIFE Uni Brew-in-Mug with Tea Infuser and Lid, 16-Ounce	Kitchen	5	0	0	N	Y	Five Stars	Shopping was fast and easy. Arrived on time. Was as described.	2014-11-18
US	33513258	RAIKSV7RBY8B6	B00005QFL0	114712166	Panasonic SD-YD250 Automatic Bread Maker with Yeast Dispenser, White	Kitchen	5	1	1	N	Y	Great Machine	I read the reviews and am glad I did. Am very pleased with the machine.  I felt the machine was quite quiet. It was heard when mixing, altho not loud. From the initial loaf the bread turned out beautiful. The only problem I had (and it could have been a new recipe) was that the pumpernickel  turned out really dark & hard on the outside.  Do wish that there was a choice of crust color for the darker breads.  Overall the bread machine has not been a disappointment, just set it and forget it until it's finished. My husband is always in line for that first, warm slice. Yummmm!	2011-04-13
US	52905875	R22T85ER9I0JJ7	B00005QEZS	466431250	Edgecraft 0130000 Chef's Choice 2-Stage Electric Knife Sharpener	Kitchen	3	4	4	N	Y	Adequate sharpener	"This sharpener does the job, but the adage, \\""you get what you pay for\\"", comes to mind.  I would have liked to purchase the top of the line model, but that cost several times more than this unit, and was simply not in my budget.  But, in the end, this unit does a better job than any manual sharpener I have tried.  It does the ripe tomato test, wherein a sharpened knife can produce slices paper thin. I would recommend this product for those who want an entry level unit."	2008-01-12
US	52315833	R1QZSOL3XNC53B	B0000B1VIL	320242531	Wedgwood Oberon	Kitchen	1	9	13	N	N	Very Poor Quality	My wife and I selected this china as our wedding pattern.  We started receiving place settings in August, 2010. The quality is abysmal.  I posted our experience to the website oberonquality.com  When we exchange the defective pieces, many of the replacements are also defective!  The U.K. website of this pattern now says the pattern has been phased out and is no longer for sale.  The same may be about to happen in the U.S.  Apparently, the company no longer has the ability to produce this pattern, as you will see on oberonquality.com.  (Add the www).  The Oberon pattern is indeed beautiful, and if you want it, I suggest you buy it used.	2011-01-05
US	44060717	R2LYOLHCQQK8OX	B00K8FR2P8	437415961	Ekobrew Refillable K-cup for Keurig 2.0 and 1.0 Brewers	Kitchen	5	0	0	N	Y	Great refillable K-Cup	Best K-Cup refillable works great, I have already saved more than the cost. I have been using it for almost three months now.	2015-07-12
US	5099177	R1F8XNPF2S58LG	B00004SGFK	949511884	KitchenAid FVSP Fruit and Vegetable Strainer Attachement - White	Kitchen	4	0	0	N	Y	Works ok	wont us it much, but it is there when I need it.	2015-02-12
US	25529204	RYTEMND3ZX9BM	B00I014XAE	418993327	iPerfect Kitchen Envy Spiral Slicer - Best Vegetable Spiralizer , Peeler , Shredder , Zucchini Spaghetti Pasta Maker You'll Ever Use - Makes Veggie Noodles and Cut Vegetables in Minutes	Kitchen	4	0	0	N	Y	THIS SLICER IS A WINNER !!!!	It was a surprise!! and great slicer for the money!! it was very easy to use and did the job!  only thing that might be better is a crank handle?  for for the price, this is a winner!	2014-12-27
US	52799099	R24RQQL1P9CL2U	B00004RFK8	857541595	Farberware Classic Series Stainless Steel Covered Stockpot	Kitchen	5	0	0	N	Y	Well Made	Wanted a bigger stockpot for the kitchen. Seems many others have issues with the quality of the stainless steel. This one is working fine. No issues. Make large batches of tea in it regularly. It is heavy. You need some muscle to move it when it is full.	2013-12-19
US	34827045	R3KZEDQ9IUSV9N	B0039SLSUQ	240397425	Thermos 16-Ounce Vacuum Insulated Travel Mug	Kitchen	5	0	0	N	Y	The best travel mug	I take my tea in this mug every day. Without fail, it keeps the tea perfectly hot. I love the fact that its dishwasher safe and the lid can be disassembled easily to clean it up throughly.	2014-06-22
US	18564726	R3B1UIV7N12QD1	B002HQE11O	474396965	Nielsen-Massey Pure Vanilla Bean Paste, 4-oz	Kitchen	5	0	0	N	Y	Five Stars	Best vanilla out there - Love this brand	2014-12-28
US	47470132	R19AYGIW0E8HY3	B0020ML3PM	710513407	Jokari Fizz-Keeper Pump Cap	Kitchen	5	0	0	N	N	I love these things!	Where I live, I can usually find 2-liters on sale for $1.25-1.50 each. That's equivalent to paying roughly $2.75 for a 12-pack of cans, or $2 for a 6-pack of 16.9 oz bottles -- prices that I see very rarely at the grocery stores.  Since the 2-liters are usually cheaper, that's usually what I want to buy. Or it would be, if they didn't lose their fizz as soon as you opened them. Thankfully, fizz-keepers to the rescue! Do they keep the last sip from your 2-liter exactly as fizzy as the first? No. Do they make it so that you can enjoy (actually enjoy) a 2-liter over a week rather than having to drink it all in one sitting? Yes. And for that, to me, they're totally worth it.  I'll generally agree with everyone else that these don't last forever. I still have 3 working pumps of this variety (3 months of use), but of the three rubber-top type ones that I've had, one was a dud out of the package, one failed within a month, and the third is only working because of some teflon tape I used to seal its leaks. I don't expect the three of this kind to last forever either, but it's pretty easy to just buy new ones.  I think this kind is better than the rubber-top kind both because they seem to last longer and because it's easier to fit the 2-liter in smaller spaces in the fridge. You do need to be careful not to over-pump the bottle though, because as people have noted, this kind can and will fly off if there's too much pressure (not so with the rubber-top kind). Just make sure to pump until the bottle is somewhat firm but not hard -- for me, that's usually 10-15 pumps for a bottle 1/2 to 1/3 full, or 20-30 pumps for a bottle that's mostly gone. ---- **EDIT August 2016** It's been over two years since I got these. I have two of the three left, and the only reason I'm missing one is because the dog chewed it up. This version is DEFINITELY superior to the rubber bulb-top versions, and I will happily buy more of these whenever my original set finally bites the dust.	2014-06-21
