marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	15301796	R6M0QFV6PX6OF	B000HCR89W	321830872	Classic Accessories Veranda Grill Cover - Durable BBQ Cover with Heavy-Duty Weather Resistant Fabric	Lawn and Garden	5	0	0	N	Y	Great Fit	It fits great and looks even better. It looks like a custom cover for my Weber Genesis barbeque. I have yet to figure out how to secure the bottom to the stand.	2013-02-02
US	17480015	R1P6XR2Z8T1OOI	B000HJBKMQ	834273114	TERRO T300 Liquid Ant Baits - 6 Pack	Lawn and Garden	5	0	0	N	Y	This Stuff Works!!!	I used to use ant stakes outside around my house and they worked great. They changed the formula in the stakes and they completely quit working. I picked up some of these TERRO PreFilled Liquid Ant Killer II Baits 6 Pack T300 and the ant party in my kitchen was over! This stuff works fast!!! Great product! Highly recommend!	2013-08-14
US	23537196	R24K7L1FP5NDXF	B00JXR3H9C	564010067	"20 Qty 10"" x 3 1/2"" EASY READ TILT HEAVY DUTY YELLOW PLASTIC PLANT STAKE LABELS INCH EZ"	Lawn and Garden	5	0	0	N	Y	Great product.	Fast shipping. Great product.	2014-08-17
US	468118	R2JQW9PY10K7TD	B00W6LV7BW	836538677	Best Selling Barbecue Combo!--- Digital BBQ Grill Food Probe Thermometer Cooking Thermometer/Timer with Alarm + Meat handling & Shredding Claws for Pulled Beef, Pork, Chicken, Turkey	Lawn and Garden	5	6	6	N	Y	Indeed, very useful.	I've always wanted to buy a kitchen thermometer. Now that I am learning to love waking up in the morning to cook for my wife, I am thinking of buying more useful stuff for the kitchen, and cooking thermometer is on the top of the list. Great thing, I came to this deal. Not only it is affordable, it also comes with a bear claw which is useful for Turkey day. The thermometer is no brainer to use.  Great to have one.	2015-06-22
US	33995618	R2E9IOTV2SC4UK	B004G7PTB8	841046341	King Canopy Ball Bungees, 50 Pack, Black	Lawn and Garden	5	0	0	N	Y	Five Stars	works great	2014-10-13
US	28731419	R2UBQBLB8OKM66	B003E1QG78	923586845	Small Spike - Slide Anchor	Lawn and Garden	5	3	3	N	Y	Five Stars	This slide anchor never comes lose and it's very easy too pull out.	2015-05-11
US	11496001	R39TNAYRYL55F3	B001QXDT58	224137626	Heath Outdoor Products 30308 15-Foot Telescoping Galvanized Aluminium Pole 8-Piece Double Spiral	Lawn and Garden	1	4	5	N	Y	Should've bought new	This product was delivered without the horizontal poles or telescoping keys.	2015-07-24
US	37451997	R1KP4L3WI8M13R	B00WNANU3O	552663107	WWE 2K15	Digital_Video_Games	1	2	6	N	Y	I bought this game, and it doesn't work on ...	I bought this game, and it doesn't work on my computer what so ever, even though before I downloaded, it said I met all the system requirements	2015-07-05
US	19997658	RN1FUTJES9RG6	B00GARWQX6	172906143	BESDATA Ultra Thin Magnetic Smart Cover [Auto Wake/Sleep Function]& Translucent Back Case for Apple 2013 iPad Air + Screen Protector + Cleaning Cloth + Stylus	PC	3	0	0	N	Y	Not safe....	I liked how lightweight it was, but last time I dropped my ipad (thank god it was on a carpet) the case snapped right out of my ipad and the whole assembly of case, cover and the bar fell right apart in the process. I don't think my ipad would have been fine If I dropped it on a hard floor and I hope that never happens.. I don't feel protected at all while I carry this around.	2014-07-23
US	42421564	R2MKC9MYHU5H4P	B005IHDPX4	309064881	LOGITECH WIRELESS MOUSE M225 - BLACK	PC	5	0	0	N	Y	Good ergonomics/feel	Fits my average man hand very well for a smallish mouse; good for use with a portable device. Logitech quality, power saving mode and on/off switch for storage.	2013-06-17
US	37609136	R2UL6HE8ZLO5W4	B00GSKY85O	900725940	ProntoTec Ultra Slim Lightweight Smart-shell Stand Leather Case Cover for 7 Inch ProntoTec A20 Android Tablet(Black)	PC	5	1	1	N	Y	still works fine. would buy again	Been using 3 months,dropped 3 times,still works fine.would buy again. Would suggest to even my very best friends.	2014-06-25
US	47419818	R1564Q6ZB2U5IM	B00LOR4928	736677852	"Fire HD 6 Kids Edition, 6"" HD Display, Wi-Fi, 8 GB, Kid-Proof Case"	PC	5	1	2	N	Y	Great kids tablet!	I am so thrilled with our new kids tablet! Before we even gave it to our daughter we played on it for hours. It's exceeded our expectations.	2014-11-29
US	41752238	R1XXX2WTTRYWO1	B002YGTSB0	713992323	Case Logic Laptop Attache	PC	2	0	0	N	Y	Poor quality in the stitching	The bag itself seems to be of good quality and function. I like all the pockets and I'm amazed at how much I can fit into the bag. However, after about 9 months, the stitching on the included strap came lose and the strap is about to loose all functionality. See the picture at this link:    [...]  I've made a warranty claim. I'll update my review if the strap is fixed.	2013-02-07
US	18069578	R25CYWQW6V7002	B008YCYXHC	13457726	Tyso® USA Apple iPad 4 /3 / 2th, 3 in 1 Bundle -360 Degree Rotating Case + Stylus Pen+Screen Protector	PC	4	0	0	N	Y	like it!	just the color I needed. It still has the factory smell.  Its has smart cover capable it you squeeze it	2013-09-20
US	6355475	RP8EXMQF6PTZ8	B008IJR79W	964375521	Kindle Paperwhite Leather Cover	PC	5	0	0	N	Y	Wouldn't Want Anything Else	I've had this case for almost 10 months now and it still functions like new even though I use my Kindle practically every day and often tote it around with me in bags. I'm in love with it. The color is exactly what I wanted and it looks and feels smart. I've never removed my Kindle from it as I've never had a reason to and the automatic sleep/awake function is brilliant.	2013-11-25
US	47305670	R2ELJMJ9BGTF1C	B00ELQHVXS	197201527	Fosmon DURA Frost SLIM-Fit Case Flexible TPU Cover for Google Nexus 7 FHD 2nd Generation 2013 Tablet	PC	4	0	0	N	Y	Dura frost	Awesome case,could just use some riggidness on the sides.Keep up the great work.Awesome price also.Thank you for this product.Buyer.Good job.	2014-03-21
US	20719381	R1CR6P53RQ4PSZ	B00RBKHZIC	986089684	CSE New Laptop Battery [Li-ion 6-cell 5200mAh 58WH] for LENOVO IBM IdeaPad G460 IdeaPad G460 0677 IdeaPad G460 20041 IdeaPad G560 IdeaPad G560 0679 Series 57Y6454 L09S6Y02 - 12 Months Warranty	PC	4	0	0	N	Y	Just what I ordered.	As far as I know its exactly what we wanted.  I ordered for my grandson who just left for college.  He father is an IT Director and he chose your item.<br />Shipment came fast.	2015-08-27
US	25087008	R9HF3G8BS68R4	B002TLSTGA	108121553	JBL Creature III Self-Powered Multimedia Satellite and Subwoofer System	PC	5	1	1	N	Y	The sound is better than my home surround sound with five speakers.	Anyone with an apartment for your TV or someone that likes to hear quality sound/music from the computer should look into the Creature. Love the crystal clear tones.<br />Lance	2013-08-15
US	30200728	R3S4IUL0GZZLWM	B0088PUEPK	545559714	WD  Blue 1TB Desktop Hard Disk Drive - 7200 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch - WD10EZEX	PC	5	0	1	N	Y	Maybe I did something wrong	Works fine but for some reason could not install a new copy of windows 7 64bit on it not sure why. Never solved the problem either just improvised.	2013-07-13
US	21241993	R3D6XW20EJFVER	B009QZH6JS	492347851	SanDisk Ultra microSDHC Card Plus Adapter	PC	4	0	0	N	Y	No issues	Simple and easy. Got it for use in my Dell Venue 8... Instantly recognized by the OS. I only wish there was some documentation about formatting it with other file systems. Not sure it will perform as well or better if I format it to NTFS. Will leave as is for now.	2014-01-29
US	44313624	R17RVW4957CMPS	B0035EQ8J0	88750944	HP Mini 210 Series Battery (AN06 Lithium Ion Extended Life Battery)	PC	5	1	1	N	Y	Five Stars	perfect	2015-03-17
US	20957708	R2U9MAB7GWR6BH	B00KC6IUO0	331269443	Fire HD 6	PC	4	0	0	N	Y	"This kindle works as well as the 7"" kindle fires ..."	This kindle works as well as the 7&#34; kindle fires that I have. The only complaint I have about it is the buttons.<br />The &#34;on&#34; and &#34;off&#34; button is much smaller and near the charging port. So for me it seems a lot harder to find and turn on or off than<br />the 2012 and 2013 kindle fire 7 &#34; tablets.  Also when I am charging it - the cord is kind of in the way and it makes it harder to press the button quickly.  It might be an age thing - young people may be used to smaller buttons and it won't be a problem for them.	2015-02-26
US	26840633	RA5PIP55HTKFC	B004TXPWV6	877717822	Superspeed USB 3.0 Type A Male to Type A Male 24/28AWG Cable 6 Feet, Blue	PC	5	0	0	N	N	Five Stars	works great	2014-10-29
US	1840344	R2XW8P2ZBO5MZA	B00AR1N482	328093842	"TOP CASE 4 in 1 Bundle deal - Rubberized Hard Case, Matching Color Keyboard Cover, Screen Protector and Sleeve Bag for MacBook Pro 13"" with Retina Display"	PC	4	0	0	N	Y	Four Stars	Great case!!:)	2015-05-25
US	45405240	R23LWWHSEQOXLP	B00B99JUBQ	805700410	Seagate 500GB Laptop SSHD  SATA 8GB NAND SATA 6Gb/s 2.5-Inch Internal Bare Drive (ST500LM000)	PC	3	6	7	N	Y	GREAT - at first. If you're not a heavy user	When I first installed this drive I was blown away! After rebooting 3 times and loading all of my regular apps, the load times hit amazing speeds.  Win 7, Outlook, Word, Excel, Photoshop, Dreamweaver, Adobe Audition, Sony Vegas Pro...<br /><br />I quickly ordered 2 more hybrids, but eventually sent them all back.<br /><br />The problem: I work with a lot of large audio files, some video, and photos. After a regular day of basic office work and some editing of large files, the cache was flushed/replaced so that my fast loading basic apps were no longer loading quickly. I did a lot of timing tests and ultimately, by midway through a work day the load times of my apps that i wanted quickly were slower than my previous 7200rpm drive.<br /><br />If you only work with basic office apps, surfing and don't use large data sets, this drive is fantastic.<br /><br />Otherwise, you'll end up with slower performance than you probably have right now.<br /><br />RECOMMENDATION FOR SEAGATE:<br />1) let the user 'set'/load the cache!  If you provided a simple tool to let users &#34;lock&#34; the cache periodically, or even to see what's loaded and select, it would make a world of difference.  For me, the big time killer is waiting 20-30 seconds for a commonly used app to load.  when cached, this was down to 2 seconds - great!  But, after flushed from the cache it was taking 50% longer to load than on my 7200rpm drive<br />2) increase the cache - Seagate tested the average office user and found 8G was adequate. If they had a 16G cache option, it might have worked for me. Certainly heavy data apps need more than 8G<br />3) you're creating a fast drive to be an interrim step to an SDD - why run at 5400? why not use a faster drive, which usually equates to faster transfer?<br /><br />This drive is a great attempt. Hoping they'll come out with a Pro version with the above noted features.	2014-02-18
US	46845093	R275X8NQ4FUPIO	B00961GM1A	907629134	Kinivo WID320 300Mbps Wireless-N USB  Adapter-(802.11b/g/n) Supports Windows 8/Windows 7/Vista/XP	PC	5	1	3	N	Y	Works great!	Worked great on a windows xp computer and a windows 8 computer.  It matched the speed of my incoming satellite Internet.  I plugged in the adaptor installed the software and had no problems.  I am thinking of buying two more USB wi fi adapters for an older laptop and a desktop I am putting together with some spare parts.  Delivery was fast.  For my needs  i I am very happy with the product.	2013-02-22
US	5708425	R3G6XGY3JOWCGH	B000HZFCT2	520676362	Microsoft Xbox 360 Wireless Receiver for Windows	PC	5	0	0	N	Y	Nice!	Works great, can finally play a lot of good games because of this. Easy to install and it shipped out quick.	2013-12-11
US	1173182	RNOVIXDUCU326	B009QOQCVM	678872629	Xtra-Funky Exclusive PU Leather Book Wallet Folio Style Case For Amazon Kindle Kindle Paperwhite	PC	5	1	1	N	Y	Five Stars	Much better than I ever expected.	2015-02-04
US	7202995	RXNZO7D1G4OOW	B0041FKKZ0	331075246	2 in 1 Camera Connection Kit for Apple iPad - USB Adapter & SD Card Reader	PC	4	0	0	N	Y	Four Stars	fine adapter altho have not tried video. just used the Audio.	2014-09-27
US	41968022	R2F2K4Q9QF0KSJ	B005GDTIK4	94779012	Broadcom BCM94322MC Mini PCI-e Card 487330-001	PC	5	0	0	N	Y	Works well in a hackintosh	I bought this  wireless chip to give my hackintosh wifi, along side a mini PCI-E to PCI-E wireless card holder.<br /><br />It works very well, and was easy to put together. I get a consistent full bars where my desktop computer is in relation to our wifi router, while my laptop only gets 2 or so bars.	2013-03-20
US	21914353	R2TI5PMNSNEOKC	B0048HOLLK	787258829	Dell 90 Watt AC Power Adapter Charger for Dell Studio Laptops	PC	5	0	0	N	Y	Computer Power Charger	It is exactly what I needed and it works well.  I was also able to get it quickly when I had to get it in an emergency situation.	2012-12-09
US	8778587	R31UAI8WKTPG0X	B00CQ35C1Q	834844204	Logitech G230 Stereo Gaming Headset with Mic	PC	4	0	0	N	N	Is Good.	Ive worn these for a few days so far, so things may change as they burn in & compared to my year old Razer Carcharias, but so far:<br />Sound Isolation, considering these are foam/cloth, they isolate pretty well for what they are. Better than the Carcharias.<br />Heat, they are a tad bit warmer since they are closed and not open, so you detect a small amount of heat around your ears after some time.<br />Mic, I'm going to say that both mics are close in quality, but I feel like after reviewing some palyback, that the G430 has a bit worse quality than the Carcharias. The Carcharias however, picked up much backstatic when using, no matter how clear the mic was. Also with the G430, the automatic mic sound cancelling thing messes up the mic a lot. Your voice gets cut out when talking, unless you talk in a loud voice. Only way to fix is not using the USB Mic jack and using instead just the 3.5mm plugged directly into PC while the Audio jack is put into the USB for the surround sound still.<br />Sound in general, The Bass & Lows are definitely better than my Carcharias. However at the moment, I feel like the Highs don't sound very clear, again, maybe some burning will fix this, but kinda bugs me.<br />Surround sound, new to surround sound headsets, but using it in L4d, Borderlands2, TF2, sounds okay, nothing amazing I'd say. Stereo gives a definite advantage either Left or Right of you, while Surround noticeably lowers the volume at which things are being made from. Example would that a gunshot from your front right 20meters away would be VERY hard to hear, while a close gun shot would be VERY loud. Once you attune yourself to this type of gameplay, I can see how it can be an advantage, but I was doing alright with just Stereo settings as well. I use it mainly more for immersion, but even then...still feels kind of weird heh.<br />Comfort, good. I think my Carcharias would be more comfortable though. Tip of my ears touch the inside back of the ear pads, kind of making them ache after a hour or so.m ache after a hour or so.	2014-04-03
US	9762623	R2CEZRVOK3Q9O4	B0088R1P06	995852489	uBee (formerly Ambit) U10C018 DOCSIS 2.0 Cable Modem	PC	5	0	0	N	Y	Great service	Everything as promised, good service, good price, equipment worked fine, compatible with my cable provider, no complaints, I will recommend this vendor	2014-05-02
US	31177805	RVV9D9Z1RPORU	B00JGFJD2Q	211460120	Fintie Samsung Galaxy Tab 4 7.0 SmartShell Case	PC	4	0	0	N	Y	Good cover and so far pretty durable.	Durable cover, my toddler hasnt destroyed it yet.  I like it.	2015-06-13
US	23444888	R11BZVWYYADOMN	B005KQ9A14	753579593	SteelSeries Siberia v2 Cross-Platform Gaming Headset for Xbox 360, PS3, PC, and Mac	PC	5	0	0	N	Y	Truly awesome- worth a lot more than the $70 I paid!	These headphones are worth more than their measly price tag. They offer top notch, no-fuss high quality sound. They are aslo great for identifying the whereabouts of threats around you. Having an aural clue to the position of your enemies is extremely useful. You also feel a lot more immersed in the game- things happen around you not in front of you. I also like that you can toggle the sound via the device on the cord- no more fiddling with my stupid TV remote. Come to think of it- I used to have to alter the sound quite a bit- down when in battle (as sounds got pretty intense and loud) and up when exploring and talking to NPC's. But now I can hear everything comfortably at a stable sound level. Awesome! Oh, and they're really comfortable too- they accommodate your unique head shape. And they are comfortable to wear with my Gunnars too. Haven't tried the mic yet but I am confident it will be just as good as they say! :) you won't regret buying these!	2013-01-01
US	43049076	R30CXYIHYRXDS7	B00G1YTI4I	945043402	Samsung Galaxy Tab 3 Kids Edition (7-Inch)	PC	5	2	2	N	Y	Nice starter tablet for toddler	This was purchased for my 2.5 year old son. Many of the apps provided for free are too advanced for him, however the Google play store has a ton of games and learning activities available (free or inexpensive).<br /><br />I researched extensively and went with this tablet over leapfrog because of future upgrades. My son can easily grow with this tablet.<br /><br />The blue bumper case also seems to be very durable, but hopefully we won't have to test it out!  I also purchased a separate screen protector.	2013-12-31
US	52544517	R12BVXTVEXC9G6	B004T89FQ4	71581282	ATC 7800mAh 12 cell Replacement Battery For HP DV7-1135NR,DV7-1137US,DV7-1243CL DV7-1245CA DV7-1245D,DV7-1243CL DV7-1245CA DV7-1245D,DV7,DV7-2000,KS525AA,480385-001,DV7-1228 DV7-1228CA DV7-1232NR,HDX18 ,497705-001 HSTNN-C50C,464059-141,dv 7,DV7-1128EZ DV7-1129WM 12CEL,DV7-3063 DV7-3063CL, DV7-3067CL DV7-3067NR,DV7-1135NR DV7-1137,DV7-1275DX DV7-1279WM	PC	3	0	0	N	Y	works, lifts back up more, doesn.t add much time to operation	I gave this 3 stars for one specific reason<br />I feel that getting a batterypak with a higher milliamp/hour rating should have lasted longer<br />I still get under 2 hours of operation before my laptop shuts down	2013-04-16
US	24965746	R1BET047O0VXOM	B00OP40TS0	95764597	USB Cooling Fan Taidea Mini Vacuum USB Fan for Laptop, Notebook USB Cooling Fan, Laptop USB Fan Cooler, Tablet Computer USB Cooler, USB Fan Controller, Mini USB Fan Quiet, USB Fan Silent , Air Extracting Case Cooling Cooler, USB Radiator, USB Heat Sink, Notebook CPU Cooler, for 12 14 15.6 17 inch Dell Lenovo Asus Acer HP Hasee Sony Toshiba Samsung Notebook Laptop Computer and others (9V DC Power A	PC	2	0	1	N	Y	not usb powered	Not usb powered! Requires ac power and there is no english instructions	2015-04-23
US	15354968	R1VZIEQYE2MCCF	B007RNASP0	900092572	LB1 High Performance Battery for Toshiba Satellite A665-S6086 U500-1GC U505, Fits: PA3634U-1BAS PABAS227	PC	2	0	1	N	Y	cheap battery	this battery was great for a while now I cant get the battery to hold charge<br />ive had this laptop for 3 yrs. the charger turns off when the battery gets to 70 %<br />as a computer tech I know its not suppose to do that.	2013-10-01
US	1964792	R1LC3XEYVY5BW9	B004IZN3K2	101272988	Antec VP-450 Power Supply	PC	5	0	0	N	Y	Five Stars	Silent as the dead of night and the voltages tested well within specification.<br />It is powering my latest build.	2014-12-29
US	2106048	R1VDXYDCJ0ODPQ	B007LQG9A6	420446539	Dragonpad Wired USB Controller (Black) for PC &amp; Xbox 360	PC	4	0	0	N	Y	Four Stars	Good	2015-01-11
US	17877536	R1GMGN2XM1JI3T	B004Q3C98S	803431056	SanDisk Extreme 32 GB SDHC Class 10 UHS-1 Flash Memory Card 45MB/s (SDSDX-032G-X46)	PC	5	0	0	N	Y	Goood Thanks A+	Goood<br /><br />Thanks<br />A+	2014-12-06
US	13866269	RN80VPQGYGIL0	B00DNU6T8Q	110625017	BIRUGEAR 7 Item Essential Accessory Bundle Kit for LeapFrog LeapPad 2 -- Includes Ultraportable Neoprene Handle Carrying Sleeve Case & AC, Car Charger	PC	3	0	0	N	N	It is nice to have all of the accessories that don't come ...	It is nice to have all of the accessories that don't come with the device of course! Only problem is that the case with it is way to small to hold everything in the kit.	2014-07-27
US	47411775	R2MR70TPV94TS9	B004I4YPB4	747352562	eForCity® GOLD HDMI Type A to Type D F/ Adapter HD	PC	5	0	0	N	Y	Five Stars	Great	2014-08-21
US	51114239	R3RVSSMHQ0XO9O	B00B99JUBQ	805700410	Seagate 500GB Laptop SSHD  SATA 8GB NAND SATA 6Gb/s 2.5-Inch Internal Bare Drive (ST500LM000)	PC	5	0	0	N	Y	Great Product	You won't see a significant jump in performance but you will notice some improvement with the speed of your laptop by installing a SSHD. It is definitely worth the price!	2015-06-28
US	11139027	R2LZZM9FKO80BK	B00RXA4LAA	278129536	HP Pavilion 500-590 Desktop - 3.4GHz Intel Core i3-4130 Processor - 4GB RAM - 1TB HDD - WiFi - DVDRW - Windows 7 Professional (Discontinued by Manufacturer)	PC	5	2	2	N	Y	Glad I Found This One	Love the computer.  Windows 7 is awesome.  Works so much faster than my dead one.  HP is also fantastic to deal with in terms of customer support and tech services.	2015-07-20
US	375893	R35W7P9QFL7GNK	B0089JIDUI	829220228	Kingston ValueRAM 8GB 1600MHz DDR3 (PC3-12800) Non-ECC CL11 SODIMM Notebook Memory (KVR16S11/8)	PC	2	0	1	N	Y	Two Stars	It is not fit for my computer.	2015-03-23
US	11240465	R26480P81APD6J	B00396JSJG	885681477	Magid ROC Nitrile Coated Palm Glove	Tools	5	0	0	N	Y	Light Protection	I love these work gloves. They are thin but durable. They protect even as they allow you to handle the smaller stuff that traditional gloves leave you to fumbling with. In winter, I wear them under heavier fingerless gloves.  I highly recommend them.	2014-04-19
US	24632282	R2JAF1ZA2FOX8G	B0085JCRMM	741149025	Caiman 3030-5 Large 30-Inch Gold Boarhide Welding Coat	Tools	5	0	0	N	Y	Great for welding.	Pros:<br />Lighter, thinner than cowhide.<br />Keeps sparks off very well.<br />4 Months of use and still solid.<br />Has an inside pocket, fits my Galaxy SIII.<br />Somewhat breathable.<br /><br />Cons:<br />Inside pocket should be higher up, near chest, as to avoid unbuttoning all of them.	2013-05-09
US	12007052	R2D9W4Q8JRZC4	B00E9SRX0E	16422355	SecurityIng High Power 600 Lumens Zoomable LED Bulb Lamp Flashlight 5 Modes Focus Adjustable LED Lighting Lamp Flashlight Torch for Hiking, Camping, Traveling and Home Using (18650 or AAA Battery Not Included)	Tools	5	0	0	N	N	Five Stars	nice light and excellent value!!!!!!	2014-07-14
US	50036175	RJUAOOQHD118S	B000FJRTMI	66761612	Stanley Goatskin Leather Work Gloves - Medium #5622-01	Tools	5	0	0	N	Y	Smooth gloves that are thin enough that they don't get in the way, but thick enough that they last through quite the beating	Smooth gloves that are thin enough that they don't get in the way, but thick enough that they last through quite the beating.  The goatskin according to the label is significantly more resilient than other types of leather, and I would concur with that sentiment.  I initially purchased these from a home improvement store locally, but they stopped carrying them between the time I initially purchased the gloves and the time I went to replace them after working them hard for many months.  While they were more costly than the regular cowhide, they are more comfortable and last longer.<br /><br />Bottom line: repeat customer.	2014-10-23
US	13988722	R2K21GKGCJOFTB	B000270XNK	156774718	8oz Cotton Canvas Gloves (Sold by Dozen) - Size Mens	Tools	5	0	0	N	Y	Great Canvas Gloves	My local Home Depot used to stock canvas gloves similar to these in a 5 pack for $5.  They haven't in a few months.  I use them all the time and I'm glad I found a replacement for about the same price.  Very happy.	2012-09-17
US	21926399	R1Y4VTBXJHQE7L	B00678HM6E	889514374	115 Piece Cobalt High Speed Drill Bit 3-in-1 Set with Metal Indexed Storage Case, 135-Degree Tips	Tools	2	6	9	N	Y	Factory Seconds?	The box is not the one pictured I bought this as a gift. I have an older set that used the box in the picture. It was a cheap box but it was sturdy and it worked. The box this comes with was bent out of shape when it arrived, and the latch did not work. The internal parts are hinged with screws and single nuts (nothing to keep the nuts from coming loose). One of the screws was cross threaded. I had to replace all the screws & nuts with new ones and I used lock nuts to keep it from falling apart.<br />The drills in the box I got appeared to be straight. A bunch had fallen out of their holes, and at least one escaped the package it was shipped in since the set was missing a drill. Having read the reviews of other kits, I measured all of the drills. Some measured correctly, some measured up to 2 mils small, and at least one of the small numbered drills was duplicated. The machining of the drills was ok, but not great. at least on of the drills had a corner chipped off, a couple I looked at had asymmetric faces, and often it looked like the grinding wheel used for sharpening needed to be dressed. My guess is that these are factory seconds.	2015-01-17
US	20800719	R3U0K01OM7V8OF	B001QCXTBI	30052336	Cyclops Micro Mini LED Hat Clip Light	Tools	3	0	0	N	Y	50/50	Bought two.  One worked.  One was an out of the box failure.  But I love the one that worked.	2015-07-12
US	12342664	R3VZ5MC6ZCDY0I	B000RB3X56	576942496	SE - Leather Punch Set - Sizes Include 1.5mm 2.0mm 2.5mm, 7 Pc - 7907LP	Tools	2	0	0	N	Y	Smaller punches don't work well	Though I got some good use from the larger attachments, the smaller ones (those which I actually needed) do not work well. The sharp edge is steeply tapered so that as it cuts through the bottom of the leather, it stretches the top out, leaving tears. If you need to use the smaller attachments, opt for something else.	2013-08-15
US	27530298	R3SY92VWPVQVW8	B009RLGDPE	218848007	SE PM6550 Magnetic Separator Pickup Tool with Quick Release	Tools	1	1	1	N	Y	Description is poor and magnet does not pick up weight indicated	Junk, do not buy. Description is poor and magnet does not pick up weight indicated.<br /><br />The device is three small fridge magnets inside a housing. I needed it to pick up five pounds of steel pins rapidly. It took forever.<br /><br />Go to Harbor Frieght to buy their industrial magnet for better results.	2015-03-26
US	52902600	R2VIEYN35WBEV9	B00I3MQ7C2	853694223	Pilot	Digital_Video_Download	5	0	0	N	N	Bosch Pilot a Winner	I love the book series and was hoping that the show would be as entertaining; it was.  I hope that they make many, many more episodes.  Great job of setting up the tension between characters, makes you want more. Hope we get more of this and less reality television.	2014-02-06
US	16796231	R26CTONAJCBXDY	B006X4MW30	845830947	The Ides Of March	Digital_Video_Download	5	0	0	N	Y	Five Stars	good movie	2014-08-19
US	13967158	R1MW29NAVO685	B00I2TV3NO	290976617	The Hunger Games: Catching Fire	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome movie	2015-08-26
US	46219620	RZ1ZWMHCGDPO1	B00CDC47WU	491094930	Doctor Who Season 7, Pt. 1	Digital_Video_Download	5	0	0	N	N	Great	I hadn't watched or even cared about the franchise since I first saw the originals on PBS as a child, but the series caught my attention and kept it starting with Eccelston, and has kept it so far.	2013-12-07
US	24216013	R1SD1641HD730X	B00B5HQKNI	966513186	Skyfall	Digital_Video_Download	4	0	0	N	Y	Unwatchable if not HD	Perhaps the best Bond film yet, but the resolution of this non-HD version is so poor that it looks like they smeared vaseline on the camera lens. We gave up after five minutes and ordered it in HD. Thing is, we often order films in less than HD format and they are fine. Problem is it is hard not to get charged for both- they don't like giving refunds for digital orders.	2013-06-16
US	34294221	R21N1GF6D1TRS8	B00COHDFT0	740802428	Stand Up Guys	Digital_Video_Download	5	1	1	N	N	Stand Up Guys	The old boys still have it! What a great flick with Pacino, Walken, & Arkin. Light hearted comedy that explores friendship, honor, & loyalty. Thoroughly enjoyed it!<br /><br />[[ASIN:B00COHDFT0 B00COHDFT0]]	2013-08-31
US	45180564	R37AIF6LZSKKQD	B00ONEMEP8	836735365	The 100: The Complete Second Season	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome.com	2015-02-20
US	13093697	R3J958DY5RXNE	B001FVNNI4	231794007	The X-Files Season 9	Digital_Video_Download	5	0	0	N	N	Excellent Show	Great series excellent show I enjoyed every episode wish the next series was under prime eligible. Wish they would have continue to9 produce this series.	2013-03-26
US	15420902	RKUP5I1L4UDUN	B005JR3UP6	265845143	Glee Season 3	Digital_Video_Download	5	0	0	N	N	Very addicting	Great shows. Especially if you were in swing choir or glee club in high school. It makes you keep watching one after the other	2014-04-07
US	47406155	R1CWB7SUGDMSQM	B008Y7EWJQ	716418393	Roger Dodger	Digital_Video_Download	1	0	1	N	N	Waste of time.	This movie was a waste of time. Sleazy uncle corrupts innocent nephew and then feels bad. That's it. How do I get my 2 hours back?	2014-05-29
US	47937462	R6FA3YDKQKYAX	B003VPK1DW	883859251	Covert Affairs Season 1	Digital_Video_Download	3	0	0	N	N	Another version of the multiple intelligence agency dramas	So far the character relationships are underdeveloped and the &#34;tension&#34; is adequate.  I have not warmed up to the lead character.  My rating is a comparison of my views on other similar shows.  This one does not raise, or even meet, the bar.	2014-02-17
US	49129501	RTSTGLTM57QV2	B004VB5464	378920317	SpongeBob SquarePants Season 8	Digital_Video_Download	5	1	1	N	Y	Still funny	Funny and witty.  Still great after all these years.  I'm a grown up but can still enjoy the humor and subtle jokes they throw in for adults.	2015-04-19
US	45402599	R2GSUX8ZESJS9E	B008CCCKE2	355405156	Breaking Bad Season 5	Digital_Video_Download	5	0	0	N	Y	Love Breaking Bad	If you missed any of Season 5 make sure you buy this. It's too bad we havve to wait to see what happens to Walt and Jessie.	2012-10-14
US	24650651	R2ICVL3QT05E0W	B00TTRAX8Y	381892778	West Coast Customs Season 1	Digital_Video_Download	4	0	0	N	Y	Four Stars	Like the show	2015-03-10
US	18313951	R2HYE2N73UJ6FF	B00DB867NM	593966951	Under The Dome, Season 1	Digital_Video_Download	4	0	0	N	N	Four Stars	It is a very interesting show	2014-10-30
US	39996083	R27WGROA7HGO7F	B00DD2B52Y	516235305	Spring Breakers	Digital_Video_Download	1	0	0	N	N	Worst Movie Ever!!	This has to be the worst movie I have ever seen. My husband and I kept  thinking something interesting was going to happen but it never did. What a waste of time. I don't even want to give it one star.	2014-12-13
US	52905546	R2EV61MSEHK5Z4	B00JH3S0AI	324449729	Under the Skin	Digital_Video_Download	4	0	0	N	Y	Four Stars	5 stars if the Scottish accents weren't so hard for me.	2015-05-16
